1.6103,1.6172,1.6103,1.6171,1.41631,1.4238,1.41631,1.4238,1.0756,1.08,1.0741,1.0776,0.8372,0.8418,0.8344,0.8417,0.9579,0.9593,0.9568,0.9568,0.8174,0.8174,0.808,0.808,78.96,79.08,78.63,78.64,1.42289
1.617,1.6175,1.6147,1.6164,1.42382,1.42386,1.42007,1.42289,1.0774,1.0782,1.0742,1.0776,0.8418,0.8498,0.8394,0.849,0.9567,0.9587,0.9563,0.9565,0.8086,0.813,0.8084,0.811,78.66,79.04,78.66,78.93,1.42691
1.6165,1.6191,1.6158,1.6182,1.42289,1.42808,1.42188,1.42691,1.0775,1.0785,1.0766,1.0782,0.8489,0.8503,0.8474,0.8488,0.9566,0.9573,0.9559,0.956,0.8109,0.8114,0.8095,0.8098,78.92,78.96,78.79,78.84,1.42364
1.6183,1.6183,1.6148,1.6157,1.4269,1.42694,1.42251,1.42364,1.0783,1.0783,1.0756,1.0767,0.8489,0.8491,0.8473,0.8477,0.9561,0.958,0.9561,0.9571,0.8099,0.8125,0.8099,0.8121,78.83,78.83,78.59,78.71,1.42323
1.6156,1.6162,1.6153,1.6155,1.42362,1.4249,1.42243,1.42323,1.0766,1.0782,1.0758,1.0771,0.8478,0.8486,0.8467,0.8476,0.9572,0.958,0.9571,0.9579,0.8122,0.8127,0.8115,0.8119,78.72,78.74,78.45,78.6,1.42294
1.6156,1.616,1.6144,1.6151,1.42324,1.42371,1.42203,1.42294,1.0772,1.0772,1.0753,1.0754,0.8477,0.8478,0.8454,0.8455,0.9578,0.9583,0.9576,0.9582,0.8118,0.8121,0.8113,0.8115,78.61,78.73,78.6,78.62,1.42088
1.6152,1.6155,1.6138,1.6138,1.42293,1.42366,1.42058,1.42088,1.0753,1.076,1.0733,1.0739,0.8456,0.846,0.8417,0.8418,0.9581,0.9597,0.9579,0.9595,0.8116,0.8119,0.8111,0.8115,78.63,78.63,78.54,78.61,1.42227
1.6139,1.6149,1.613,1.6149,1.42092,1.42227,1.42034,1.42227,1.074,1.0746,1.0725,1.0745,0.8416,0.8432,0.841,0.8431,0.9596,0.9597,0.9589,0.9589,0.8114,0.8121,0.8113,0.8118,78.62,78.68,78.59,78.65,1.41937
1.6148,1.6148,1.6097,1.6129,1.42223,1.42223,1.41878,1.41937,1.0744,1.0745,1.0709,1.0727,0.843,0.8431,0.8409,0.8423,0.959,0.9597,0.9589,0.9593,0.8117,0.8143,0.8111,0.8127,78.64,79.59,78.61,78.95,1.41979
1.613,1.6146,1.6113,1.614,1.41936,1.42145,1.41678,1.41979,1.0728,1.0751,1.0718,1.0729,0.8422,0.8449,0.8415,0.8443,0.9594,0.9605,0.959,0.9597,0.8128,0.817,0.8128,0.8155,78.94,79.14,78.9,79.02,1.42016
