1.5064,1.5097,1.4975,1.5013,1.1287,1.1345,1.1255,1.1296,0.7084,0.7172,0.7084,0.715,0.5711,0.5738,0.5679,0.5726,1.3295,1.3345,1.3265,1.3309,1.4555,1.458,1.442,1.4491,108,108.5,107.48,107.65,1.1279
1.5006,1.502,1.4924,1.4943,1.1298,1.1309,1.127,1.1279,0.7147,0.7178,0.7125,0.7146,0.5727,0.5733,0.5687,0.573,1.3301,1.3325,1.325,1.3281,1.4475,1.456,1.447,1.4501,107.55,108.6,107.55,108.26,1.1224
1.4937,1.5013,1.4825,1.4867,1.1283,1.1315,1.1205,1.1224,0.7138,0.717,0.713,0.7155,0.572,0.5729,0.5687,0.5711,1.3279,1.33,1.324,1.3286,1.451,1.4616,1.442,1.4511,108.2,108.5,107.8,108.16,1.1091
1.486,1.4997,1.472,1.4769,1.1224,1.1292,1.1086,1.1091,0.7148,0.716,0.708,0.712,0.5716,0.5728,0.5698,0.5698,1.3292,1.345,1.326,1.3417,1.4515,1.475,1.4435,1.4721,108.41,109.63,107.85,109.26,1.1125
1.474,1.485,1.474,1.4843,1.1091,1.1128,1.1087,1.1125,0.71,0.7168,0.7098,0.7152,0.5703,0.5742,0.5702,0.5733,1.3374,1.3449,1.3374,1.3449,1.4745,1.4765,1.4653,1.4686,109.33,109.39,108.33,108.36,1.1087
1.4834,1.4885,1.4648,1.4672,1.1126,1.1132,1.1069,1.1087,0.7148,0.7197,0.7143,0.7181,0.5728,0.5776,0.5728,0.5736,1.3443,1.3465,1.3405,1.3426,1.467,1.4843,1.465,1.4801,108.34,109.15,108.3,108.66,1.1127
1.4667,1.472,1.457,1.4605,1.1093,1.1135,1.1086,1.1127,0.7177,0.7195,0.715,0.719,0.5752,0.5773,0.5749,0.5758,1.3425,1.3453,1.3385,1.3426,1.48,1.4828,1.473,1.4771,108.61,109,107.65,108.23,1.1155
1.4605,1.465,1.454,1.4633,1.1127,1.1176,1.1091,1.1155,0.7185,0.723,0.7173,0.7187,0.5758,0.578,0.5749,0.5749,1.3418,1.3435,1.3395,1.3406,1.475,1.488,1.4715,1.4791,108.2,108.85,108,108.17,1.1169
1.4626,1.469,1.458,1.4625,1.1153,1.119,1.1132,1.1169,0.718,0.719,0.7148,0.716,0.5752,0.5752,0.5726,0.5736,1.3403,1.345,1.34,1.3438,1.4765,1.4853,1.4728,1.4795,108.12,108.54,106.75,107.1,1.1332
1.464,1.494,1.4625,1.4846,1.117,1.1363,1.1157,1.1332,0.7153,0.7159,0.7065,0.7081,0.5741,0.5742,0.5712,0.5717,1.343,1.3565,1.343,1.3541,1.4765,1.4805,1.4515,1.4571,106.05,106.55,101.1,102.25,1.13
1.4848,1.4865,1.4692,1.4736,1.1331,1.1369,1.1266,1.13,0.7076,0.7125,0.706,0.7115,0.5719,0.575,0.5715,0.5731,1.3553,1.3563,1.3508,1.3526,1.457,1.4615,1.4443,1.4561,102.36,104,101.8,103.65,1.1344
1.4722,1.483,1.4698,1.4764,1.1299,1.138,1.1283,1.1344,0.7109,0.7145,0.7077,0.7138,0.5747,0.576,0.5724,0.5751,1.352,1.354,1.3447,1.3456,1.4545,1.4585,1.448,1.4541,103.6,104.3,103,103.81,1.1364
1.476,1.4814,1.472,1.4802,1.1341,1.1368,1.1276,1.1364,0.7135,0.7185,0.7115,0.7175,0.5756,0.577,0.5749,0.5756,1.345,1.3465,1.3347,1.3365,1.456,1.464,1.452,1.4571,103.9,104.65,103.2,104.16,1.1419
