date,time,open,maximum,minimum,close,volume
15.10.2013,19:00,98.589,98.598,98.539,98.563,380
15.10.2013,19:15,98.565,98.583,98.533,98.533,306
15.10.2013,19:30,98.535,98.568,98.516,98.535,299
15.10.2013,19:45,98.536,98.541,98.462,98.479,382
15.10.2013,20:00,98.479,98.509,98.463,98.472,327
15.10.2013,20:15,98.473,98.492,98.316,98.316,643
15.10.2013,20:30,98.314,98.342,98.192,98.262,878
15.10.2013,20:45,98.263,98.317,98.164,98.315,879
15.10.2013,21:00,98.314,98.424,98.295,98.383,733
15.10.2013,21:15,98.382,98.423,98.355,98.391,468
15.10.2013,21:30,98.392,98.404,98.29,98.304,581
15.10.2013,21:45,98.299,98.352,98.291,98.307,338
15.10.2013,22:00,98.307,98.346,98.305,98.335,266
15.10.2013,22:15,98.334,98.337,98.297,98.306,206
15.10.2013,22:30,98.312,98.362,97.994,98.089,392
15.10.2013,22:45,98.086,98.236,98.04,98.176,697
15.10.2013,23:00,98.176,98.232,98.157,98.211,224
15.10.2013,23:15,98.21,98.243,98.183,98.207,217
15.10.2013,23:30,98.207,98.229,98.201,98.212,224
15.10.2013,23:45,98.217,98.252,98.191,98.21,281
16.10.2013,0:00,98.215,98.275,98.202,98.264,349
16.10.2013,0:15,98.263,98.326,98.263,98.285,284
16.10.2013,0:30,98.283,98.324,98.281,98.295,225
16.10.2013,0:45,98.297,98.304,98.192,98.192,436
16.10.2013,1:00,98.192,98.257,98.16,98.235,400
16.10.2013,1:15,98.23,98.238,98.133,98.238,540
16.10.2013,1:30,98.236,98.328,98.231,98.327,565
16.10.2013,1:45,98.327,98.6,98.296,98.575,775
16.10.2013,2:00,98.574,98.633,98.445,98.584,1084
16.10.2013,2:15,98.578,98.597,98.501,98.521,732
16.10.2013,2:30,98.526,98.566,98.504,98.517,434
16.10.2013,2:45,98.517,98.53,98.466,98.53,706
16.10.2013,3:00,98.53,98.558,98.494,98.537,525
16.10.2013,3:15,98.539,98.603,98.491,98.585,606
16.10.2013,3:30,98.586,98.592,98.505,98.512,483
16.10.2013,3:45,98.516,98.542,98.49,98.531,474
16.10.2013,4:00,98.533,98.558,98.519,98.539,382
16.10.2013,4:15,98.539,98.568,98.338,98.353,457
16.10.2013,4:30,98.354,98.486,98.341,98.45,638
16.10.2013,4:45,98.448,98.489,98.421,98.459,441
16.10.2013,5:00,98.453,98.558,98.453,98.53,461
16.10.2013,5:15,98.529,98.602,98.515,98.575,599
16.10.2013,5:30,98.573,98.586,98.536,98.541,355
16.10.2013,5:45,98.542,98.553,98.521,98.526,272
16.10.2013,6:00,98.528,98.55,98.524,98.542,324
16.10.2013,6:15,98.542,98.542,98.511,98.513,313
16.10.2013,6:30,98.514,98.556,98.508,98.525,309
16.10.2013,6:45,98.525,98.561,98.497,98.529,327
16.10.2013,7:00,98.53,98.553,98.495,98.52,302
16.10.2013,7:15,98.513,98.531,98.461,98.464,359
16.10.2013,7:30,98.464,98.49,98.448,98.458,277
16.10.2013,7:45,98.456,98.489,98.456,98.472,189
16.10.2013,8:00,98.471,98.521,98.467,98.486,392
16.10.2013,8:15,98.488,98.497,98.441,98.469,258
16.10.2013,8:30,98.472,98.477,98.4,98.41,418
16.10.2013,8:45,98.409,98.452,98.394,98.437,400
16.10.2013,9:00,98.437,98.452,98.41,98.432,399
16.10.2013,9:15,98.43,98.451,98.419,98.425,392
16.10.2013,9:30,98.425,98.437,98.381,98.409,398
16.10.2013,9:45,98.409,98.42,98.367,98.375,338
16.10.2013,10:00,98.375,98.386,98.346,98.366,419
16.10.2013,10:15,98.364,98.385,98.351,98.367,360
16.10.2013,10:30,98.368,98.419,98.364,98.393,455
16.10.2013,10:45,98.394,98.425,98.377,98.381,281
16.10.2013,11:00,98.383,98.429,98.374,98.414,309
16.10.2013,11:15,98.412,98.426,98.372,98.395,316
16.10.2013,11:30,98.399,98.403,98.354,98.364,261
16.10.2013,11:45,98.359,98.376,98.347,98.372,360
16.10.2013,12:00,98.374,98.38,98.295,98.299,301
16.10.2013,12:15,98.299,98.333,98.289,98.323,256
16.10.2013,12:30,98.325,98.348,98.296,98.307,307
16.10.2013,12:45,98.309,98.332,98.296,98.328,196
16.10.2013,13:00,98.328,98.346,98.326,98.331,231
16.10.2013,13:15,98.332,98.35,98.321,98.342,265
16.10.2013,13:30,98.341,98.344,98.302,98.326,318
16.10.2013,13:45,98.326,98.326,98.247,98.289,269
16.10.2013,14:00,98.288,98.364,98.277,98.35,356
16.10.2013,14:15,98.352,98.445,98.328,98.442,528
16.10.2013,14:30,98.441,98.49,98.419,98.471,476
16.10.2013,14:45,98.471,98.524,98.461,98.516,525
16.10.2013,15:00,98.515,98.556,98.49,98.536,545
16.10.2013,15:15,98.531,98.563,98.515,98.521,490
16.10.2013,15:30,98.52,98.634,98.52,98.59,826
16.10.2013,15:45,98.591,98.768,98.563,98.754,976
16.10.2013,16:00,98.75,98.851,98.679,98.791,980
16.10.2013,16:15,98.793,98.81,98.741,98.757,781
16.10.2013,16:30,98.755,98.785,98.749,98.761,481
16.10.2013,16:45,98.763,98.884,98.762,98.866,788
16.10.2013,17:00,98.861,98.896,98.821,98.888,779
16.10.2013,17:15,98.891,98.912,98.79,98.801,777
16.10.2013,17:30,98.802,98.908,98.795,98.903,570
16.10.2013,17:45,98.902,98.952,98.863,98.906,671
16.10.2013,18:00,98.907,98.969,98.896,98.908,551
16.10.2013,18:15,98.907,98.957,98.823,98.865,764
16.10.2013,18:30,98.866,98.891,98.783,98.843,736
16.10.2013,18:45,98.841,98.841,98.793,98.827,463
16.10.2013,19:00,98.826,98.869,98.779,98.818,467
16.10.2013,19:15,98.823,98.828,98.651,98.707,621
16.10.2013,19:30,98.707,98.747,98.673,98.73,465
16.10.2013,19:45,98.73,98.731,98.594,98.616,501
16.10.2013,20:00,98.617,98.655,98.595,98.654,477
16.10.2013,20:15,98.655,98.776,98.655,98.75,516
16.10.2013,20:30,98.743,98.775,98.73,98.742,362
16.10.2013,20:45,98.742,98.753,98.713,98.752,358
16.10.2013,21:00,98.751,98.751,98.679,98.723,317
16.10.2013,21:15,98.724,98.745,98.714,98.733,215
16.10.2013,21:30,98.733,98.805,98.725,98.803,271
16.10.2013,21:45,98.802,98.839,98.792,98.823,366
16.10.2013,22:00,98.822,98.828,98.781,98.785,217
16.10.2013,22:15,98.783,98.788,98.742,98.787,168
16.10.2013,22:30,98.783,98.792,98.762,98.768,158
16.10.2013,22:45,98.77,98.787,98.745,98.759,208
16.10.2013,23:00,98.761,98.784,98.729,98.765,128
16.10.2013,23:15,98.766,98.771,98.728,98.753,247
16.10.2013,23:30,98.754,98.808,98.742,98.794,261
16.10.2013,23:45,98.784,98.812,98.769,98.787,184
17.10.2013,0:00,98.788,98.863,98.787,98.855,366
17.10.2013,0:15,98.855,98.859,98.845,98.847,165
17.10.2013,0:30,98.852,98.896,98.819,98.859,227
17.10.2013,0:45,98.86,98.926,98.86,98.923,267
17.10.2013,1:00,98.923,98.926,98.885,98.898,225
17.10.2013,1:15,98.899,98.924,98.883,98.895,250
17.10.2013,1:30,98.895,98.923,98.868,98.913,238
17.10.2013,1:45,98.915,98.979,98.914,98.955,498
17.10.2013,2:00,98.958,99.003,98.855,98.889,839
17.10.2013,2:15,98.889,98.935,98.863,98.871,522
17.10.2013,2:30,98.871,98.873,98.805,98.816,611
17.10.2013,2:45,98.82,98.834,98.767,98.78,646
17.10.2013,3:00,98.781,98.841,98.754,98.824,480
17.10.2013,3:15,98.823,98.831,98.77,98.774,386
17.10.2013,3:30,98.776,98.807,98.744,98.746,251
17.10.2013,3:45,98.747,98.749,98.672,98.688,502
17.10.2013,4:00,98.689,98.747,98.613,98.629,669
17.10.2013,4:15,98.633,98.732,98.616,98.672,756
17.10.2013,4:30,98.672,98.705,98.644,98.657,538
17.10.2013,4:45,98.656,98.664,98.543,98.62,636
17.10.2013,5:00,98.626,98.654,98.564,98.643,328
17.10.2013,5:15,98.642,98.673,98.604,98.653,306
17.10.2013,5:30,98.654,98.673,98.632,98.646,316
17.10.2013,5:45,98.647,98.664,98.606,98.625,251
17.10.2013,6:00,98.625,98.654,98.62,98.621,234
17.10.2013,6:15,98.621,98.642,98.609,98.64,198
17.10.2013,6:30,98.644,98.646,98.514,98.538,505
17.10.2013,6:45,98.538,98.563,98.505,98.548,396
17.10.2013,7:00,98.548,98.567,98.415,98.433,600
17.10.2013,7:15,98.429,98.471,98.397,98.47,446
17.10.2013,7:30,98.469,98.517,98.456,98.471,415
17.10.2013,7:45,98.459,98.485,98.412,98.443,471
17.10.2013,8:00,98.442,98.483,98.415,98.451,505
17.10.2013,8:15,98.453,98.508,98.371,98.393,563
